"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","Ros","+/-"
"*06zad*","Cameron Nelson","COL","CF","6873","FA","21","","0","0","-","0%","0%"
"*03qum*","James Nelson","HOU","3B,LF","6874","FA","28","","0","0","-","0%","0%"
"*05tq0*","Mat Nelson","(N/A)","C","6875","FA","27","","0","0","-","1%","0%"
"*041r9*","Nick Nelson","(N/A)","RP","6876","FA","30","","0","0","-","0%","0%"
"*06yk1*","Riley Nelson","CLE","1B","6877","FA","22","","0","0","-","1%","0%"
"*041us*","Tyler Neslony","(N/A)","RF","6878","FA","32","","0","0","-","0%","0%"
"*066a6*","Braden Nett","ATH","SP","6879","FA","23","","0","0","-","15%","0%"
"*06uq2*","Dawson Netz","CHC","SP,RP","6880","FA","25","","0","0","-","0%","0%"
"*06fsk*","Mitch Neunborn","PHI","SP,RP","6881","FA","28","","0","0","-","0%","0%"
"*06yy7*","Dalton Neuschwander","BAL","SP","6882","FA","23","","0","0","-","0%","0%"
"*06ute*","Mason Neville","CIN","LF","6883","FA","22","","0","0","-","10%","0%"
"*064nl*","Kyle Nevin","LAD","1B,3B","6884","FA","24","","0","0","-","0%","0%"
"*03pok*","Tyler Nevin","(N/A)","3B","6885","FA","28","","0","0","-","1%","0%"
"*05jws*","Chris Newell","LAD","CF","6886","FA","24","","0","0","-","1%","0%"
"*06c5k*","DJ Newman","HOU","SP","6887","FA","22","","0","0","-","0%","0%"
"*03yt7*","Ljay Newsome","SF","SP","6888","FA","29","NYY Wed 8:05PM","0","0","-","0%","0%"
"*06zab*","Austin Newton","COL","SP,RP","6889","FA","21","","0","0","-","0%","0%"
"*06um6*","Ben Newton","ATH","3B","6890","FA","23","","0","0","-","0%","0%"
"*04mjm*","Shervyen Newton","NYM","SS","6891","FA","26","","0","0","-","0%","0%"
"*05yak*","Xavier Neyens","HOU","3B","6892","FA","19","","0","0","461.5","43%","0%"
"*064ou*","Cherif Neymour","(N/A)","SS","6893","FA","21","","0","0","-","0%","0%"
"*06dlx*","Jackson Nezuh","HOU","SP","6894","FA","24","","0","0","-","2%","0%"
"*06rqt*","Roiber Niazoa","(N/A)","1B","6895","FA","21","","0","0","-","0%","0%"
"*05y48*","Kay-Lan Nicasia","MIL","CF,RF","6896","FA","23","","0","0","-","0%","0%"
"*0701q*","Mason Nichols","TB","RP","6897","FA","22","","0","0","-","0%","0%"
"*05ucb*","T.J. Nichols","TB","SP","6898","FA","23","","0","0","461.4","28%","0%"
"*06op0*","Ryan Nicholson","LAA","1B","6899","FA","25","","0","0","-","1%","0%"
"*06v4y*","Cameron Nickens","STL","LF","6900","FA","22","","0","0","-","0%","0%"
"*06qpx*","Jackson Nicklaus","LAD","1B","6901","FA","23","","0","0","-","0%","0%"
"*06cqo*","Angel Nieblas","(N/A)","3B","6902","FA","20","","0","0","-","0%","0%"
"*0649c*","Cy Nielson","PIT","RP","6903","FA","25","","0","0","-","0%","0%"
"*04odg*","Quincy Nieporte","(N/A)","1B","6904","FA","31","","0","0","-","0%","0%"
"*0664a*","Hayden Nierman","BAL","RP","6905","FA","26","","0","0","-","0%","0%"
"*05yb2*","Hector Nieves","(N/A)","2B","6906","FA","22","","0","0","-","0%","0%"
"*06su3*","Marlon Nieves","LAD","SP","6907","FA","20","","0","0","-","2%","0%"
"*05rit*","Frank Nigro","(N/A)","C","6908","FA","28","","0","0","-","0%","0%"
"*06zcj*","Peyton Niksch","MIL","SP","6909","FA","22","","0","0","-","0%","0%"
"*06qwl*","Dominic Niman","TB","RP","6910","FA","25","","0","0","-","0%","0%"
"*05y3p*","Arjun Nimmala","TOR","SS","6911","FA","20","","0","0","460.7","54%","0%"
"*061u3*","Yerald Nin","ARI","2B,SS","6912","FA","20","","0","0","-","0%","0%"
"*06gju*","Rikuu Nishida","CHW","2B,LF,RF","6913","FA","24","","0","0","-","1%","0%"
"*05gdw*","Haruki Nishikawa","(N/A)","2B","6914","FA","33","","0","0","-","0%","0%"
"*06ybc*","Maika Niu","(N/A)","SS","6915","FA","22","","0","0","-","0%","0%"
"*0731q*","Cesar Nivar","CLE","LF,CF,RF","6916","FA","17","","0","0","-","0%","0%"
"*06qfn*","Jormy Nivar","TEX","SP,RP","6917","FA","22","","0","0","-","0%","0%"
"*06dn8*","Spencer Nivens","KC","LF,RF","6918","FA","24","","0","0","-","2%","0%"
"*06hf4*","Aaron Nixon","NYY","RP","6919","FA","24","@SF Wed 8:05PM","0","0","-","0%","0%"
"*06u6i*","Jack Noble","(N/A)","RP","6920","FA","25","","0","0","-","0%","0%"
"*062jy*","Yordan Nodal","(N/A)","RP","6921","FA","23","","0","0","-","0%","0%"
"*041so*","Stephen Nogosek","(N/A)","RP","6922","FA","31","","0","0","-","0%","0%"
"*06zgp*","Cameron Nohos","(N/A)","RP","6923","FA","22","","0","0","-","0%","0%"
"*06su6*","Chance Nolan","NYY","RP","6924","FA","26","@SF Wed 8:05PM","0","0","-","0%","0%"
"*065iy*","Connor Noland","CHC","SP","6925","FA","26","","0","0","-","1%","0%"
"*05g4n*","Rodolfo Nolasco","(N/A)","RF","6926","FA","24","","0","0","-","0%","0%"
"*061jb*","Yohemy Nolasco","(N/A)","RP","6927","FA","22","","0","0","-","0%","0%"
"*06rj5*","Andres Nolaya","BAL","C","6928","FA","20","","0","0","-","0%","0%"
"*02hia*","Sean Nolin","(N/A)","RP","6929","FA","36","","0","0","-","0%","0%"
"*05ycg*","Jaden Noot","(N/A)","SP","6930","FA","22","","0","0","-","0%","0%"
"*06rsd*","Ethan Norby","(N/A)","SP","6931","FA","21","","0","0","-","0%","0%"
"*04en1*","Seth Nordlin","(N/A)","SP,RP","6932","FA","28","","0","0","-","0%","0%"
"*06649*","Trey Nordmann","BAL","RP","6933","FA","25","","0","0","-","0%","0%"
"*06ien*","Dante Nori","PHI","CF","6934","FA","21","","0","1","462.5","20%","0%"
"*064oy*","Franyer Noria","(N/A)","3B","6935","FA","21","","0","0","-","0%","0%"
"*06587*","Branden Noriega","(N/A)","SP","6936","FA","24","","0","0","-","0%","0%"
"*06s34*","Cruz Noriega","(N/A)","RP","6937","FA","28","","0","0","-","0%","0%"
"*03xu8*","Takahiro Norimoto","(N/A)","SP","6938","FA","35","","0","0","-","0%","0%"
"*0637n*","Ben Norman","(N/A)","CF","6939","FA","28","","0","0","-","0%","0%"
"*066jr*","Satchell Norman","(N/A)","C,1B","6940","FA","23","","0","0","-","0%","0%"
"*05lg2*","Liam Norris","(N/A)","RP","6941","FA","24","","0","0","-","0%","0%"
"*04pvt*","Nicholas Northcut","(N/A)","3B","6942","FA","26","","0","0","-","0%","0%"
"*031bm*","Jacob Nottingham","SEA","C","6943","FA","30","","0","0","-","0%","0%"
"*061zy*","Anderson Nova","(N/A)","RF","6944","FA","21","","0","0","-","0%","0%"
"*06um5*","Jose Nova","MIL","RP","6945","FA","23","","0","0","-","0%","0%"
"*073q8*","Michael Novak","(N/A)","RP","6946","FA","27","","0","0","-","0%","0%"
"*061z8*","Josi Novas","KC","3B,SS","6947","FA","21","","0","0","-","0%","0%"
"*06zf4*","Jackson Nove","CHW","RP","6948","FA","23","","0","0","-","0%","0%"
"*06rhf*","Kevin Novoa","(N/A)","1B","6949","FA","21","","0","0","-","0%","0%"
"*06qvp*","Tucker Novotny","ATH","SP,RP","6950","FA","23","","0","0","-","0%","0%"
"*06zar*","Luke Nowak","KC","LF","6951","FA","23","","0","0","-","0%","0%"
"*060x0*","Jaylen Nowlin","MIN","RP","6952","FA","25","","0","0","-","1%","0%"
"*06jfm*","Jemone Nuel","BAL","SS","6953","FA","19","","0","0","-","0%","0%"
"*0724a*","Angel Nunez Jr.","CIN","CF","6954","FA","16","","0","0","-","8%","0%"
"*06ag3*","Abraham Nunez","CHW","CF","6955","FA","20","","0","0","-","1%","0%"
"*066s6*","Alejandro Nunez","HOU","2B,3B,SS","6956","FA","21","","0","0","-","1%","0%"
"*057n0*","Anthony Nunez","BAL","RP","6957","FA","24","","0","1","461.5","6%","0%"
"*06r8i*","Daniel Nunez","ARI","SP,RP","6958","FA","23","","0","0","-","0%","0%"
"*03xla*","Darien Nunez","(N/A)","RP","6959","FA","32","","0","0","-","0%","0%"
"*050vo*","Dedniel Nunez","NYM","RP","6960","FA","29","","0","0","-","4%","0%"
"*05lt9*","Edwin Nunez","STL","RP","6961","FA","24","","0","0","-","1%","0%"
"*0603i*","Elijah Nunez","WSH","CF","6962","FA","24","","0","0","-","0%","0%"
"*06phu*","German Nunez","(N/A)","SP","6963","FA","23","","0","0","-","0%","0%"
"*06rgj*","Irvin Nunez","MIN","C","6964","FA","20","","0","0","-","0%","0%"
"*06r5s*","Jorge Nunez","ATL","RP","6965","FA","18","","0","0","-","0%","0%"
"*063a0*","Juan Nunez","BAL","RP","6966","FA","25","","0","0","-","1%","0%"
"*06qzk*","Juan Nunez","HOU","RP","6967","FA","22","","0","0","-","0%","0%"
"*06rlm*","Lennyn Nunez","(N/A)","RF","6968","FA","22","","0","0","-","0%","0%"
"*04rzr*","Malcom Nunez","(N/A)","3B","6969","FA","25","","0","0","-","3%","0%"
"*06qzo*","Pablo Nunez","CIN","CF","6970","FA","19","","0","0","-","1%","0%"
"*06rt8*","Pedro Nunez","COL","SP","6971","FA","18","","0","0","-","0%","0%"
"*04xf0*","Rainer Nunez","(N/A)","1B","6972","FA","25","","0","0","-","1%","0%"
"*06cqq*","Starlyn Nunez","BOS","3B,SS","6973","FA","20","","0","0","-","1%","0%"
"*06rin*","Vicent Nunez","(N/A)","C","6974","FA","21","","0","0","-","0%","0%"
"*06r6q*","Zeus Nunez","(N/A)","UT","6975","FA","19","","0","0","-","0%","0%"
"*06r20*","James Nunnallee","(N/A)","CF","6976","FA","19","","0","0","-","0%","0%"
"*05jrm*","Jordan Nwogu","CHC","LF,RF","6977","FA","27","","0","0","-","1%","0%"
"*067yo*","Austin Nye","(N/A)","C","6978","FA","19","","0","0","-","0%","0%"
"*06z04*","Kellan Oakes","HOU","RP","6998","FA","21","","0","0","-","0%","0%"
"*06hf0*","Joey Oakie","CLE","SP","6999","FA","19","","0","0","-","21%","0%"
"*06id0*","Cade Obermueller","PHI","SP","7000","FA","22","","0","0","-","7%","0%"
"*06um4*","Jimmy Obertop","COL","1B","7001","FA","25","","0","0","-","0%","0%"
"*06v2f*","Emilio Obispo","NYM","SP","7002","FA","19","","0","0","-","0%","0%"
"*06ajp*","Juan Obispo","WSH","RF","7003","FA","19","","0","0","-","0%","0%"
"*06yw4*","Brady OBrien","SEA","3B","6979","FA","23","","0","0","-","0%","0%"
"*06aqp*","Connor OBrien","(N/A)","3B","6980","FA","22","","0","0","-","0%","0%"
"*05yfv*","Ryan Och","SD","RP","7004","FA","27","","0","0","-","0%","0%"
"*0664i*","Nathaniel Ochoa Leyva","WSH","LF","7005","FA","22","","0","0","-","0%","0%"
"*06klf*","Carlos Ochoa","MIA","RP","7006","FA","19","","0","0","-","0%","0%"
"*06s4b*","Jhonger Ochoa","DET","2B","7007","FA","18","","0","0","-","0%","0%"
"*06fto*","Nehomar Ochoa","HOU","RF","7008","FA","20","","0","0","-","2%","0%"
"*05yem*","Nelvis Ochoa","(N/A)","SP","7009","FA","23","","0","0","-","0%","0%"
"*06agd*","Jack OConnor","LAD","RP","6981","FA","22","","0","0","-","0%","0%"
"*06ekg*","Yoiber Ocopio","SD","C","7010","FA","21","","0","0","-","0%","0%"
"*06hwr*","Jacob Odle","STL","SP","7011","FA","22","","0","0","-","0%","0%"
"*06dqq*","Ethan ODonnell","MIA","LF,CF","6982","FA","23","","0","0","-","2%","0%"
"*06fpl*","Trennor ODonnell","BOS","RP","6983","FA","24","","0","0","-","0%","0%"
"*026ly*","Rougned Odor","(N/A)","2B","7012","FA","32","","0","0","-","0%","0%"
"*01h4f*","Jake Odorizzi","(N/A)","SP","7013","FA","35","","0","0","-","0%","0%"
"*06c2e*","Shawndrick Oduber","LAD","RP","7014","FA","21","","0","0","-","0%","0%"
"*062k7*","Griff OFerrall","BAL","2B,SS","6984","FA","23","","0","0","-","6%","0%"
"*06ak7*","Adrian Ogando","(N/A)","RP","7015","FA","22","","0","0","-","0%","0%"
"*06ig0*","Gerald Ogando","BAL","RP","7016","FA","25","","0","0","-","0%","0%"
"*06hwb*","Joan Ogando","HOU","SP,RP","7017","FA","21","","0","0","-","0%","0%"
"*0700k*","Jostin Ogando","BOS","1B","7018","FA","18","","0","0","-","1%","0%"
"*06eyo*","Luis Ogando","(N/A)","3B","7019","FA","22","","0","0","-","0%","0%"
"*066fv*","Keshawn Ogans","ATL","3B","7020","FA","24","","0","0","-","0%","0%"
"*06ktq*","Shuto Ogata","(N/A)","SP","7021","FA","26","","0","0","-","0%","0%"
"*041rt*","Braeden Ogle","(N/A)","RP","7022","FA","28","","0","0","-","0%","0%"
"*06ekp*","Connor OHalloran","TOR","SP","6985","FA","23","","0","0","-","1%","0%"
"*072bu*","Connor OHara","(N/A)","RP","6986","FA","24","","0","0","-","0%","0%"
"*05svl*","Rafael Ohashi","TOR","SP","7023","FA","23","","0","0","-","0%","0%"
"*05ylk*","Pierson Ohl","COL","SP,RP","7024","FA","26","","0","0","-","2%","0%"
"*07342*","Jack Ohman","(N/A)","SP","7025","FA","20","","0","0","-","1%","0%"
"*06smt*","Ryo Ohta","(N/A)","2B","7026","FA","25","","0","0","-","0%","0%"
"*0722o*","Ryosuke Ohtsu","(N/A)","SP","7027","FA","27","","0","0","-","0%","0%"
"*06r5g*","Michell Ojeda","PIT","2B","7028","FA","19","","0","0","-","0%","0%"
"*03dg6*","Brian OKeefe","SEA","C","6987","FA","32","","0","0","-","0%","0%"
"*03ywx*","Chris Okey","(N/A)","C","7029","FA","31","","0","0","-","0%","0%"
"*060z3*","Yasunobu Okugawa","(N/A)","SP","7030","FA","24","","0","0","-","0%","0%"
"*06sbb*","Billy Oldham","MIN","SP","7031","FA","25","","0","0","-","0%","0%"
"*05xy1*","Wyatt Olds","BOS","RP","7032","FA","26","","0","0","-","0%","0%"
"*06pgo*","Peyton Olejnik","LAA","SP","7033","FA","23","","0","0","-","1%","0%"
"*066f9*","Albert Oliva","(N/A)","RP","7034","FA","23","","0","0","-","0%","0%"
"*04eia*","Jared Oliva","SF","CF,RF","7035","FA","30","NYY Wed 8:05PM","0","0","-","1%","0%"
"*06437*","Ricardo Olivar","MIN","C,LF","7036","FA","24","","0","0","-","2%","0%"
"*04c8q*","Edward Olivares","TB","RF","7037","FA","30","","0","0","-","1%","0%"
"*06307*","Jose Olivares","MIN","SP","7038","FA","23","","0","0","-","1%","0%"
"*04yjb*","Helcris Olivarez","KC","RP","7039","FA","25","","0","0","-","1%","0%"
"*06l2t*","Connor Oliver","PIT","SP,RP","7040","FA","24","","0","0","-","0%","0%"
"*06c82*","Ronny Oliver","(N/A)","SP","7041","FA","22","","0","0","-","0%","0%"
"*06xwb*","Michael Oliveto","DET","C","7042","FA","19","","0","0","-","6%","0%"
"*06r6o*","Carlos Olivo","TOR","SP","7043","FA","18","","0","0","-","0%","0%"
"*05y49*","Christian Olivo","CHC","3B","7044","FA","22","","0","0","-","0%","0%"
"*0730x*","Douglas Olivo","DET","LF,CF,RF","7045","FA","17","","0","0","-","0%","0%"
"*0422w*","Adam Oller","(N/A)","SP","7046","FA","31","","0","0","-","0%","0%"
"*06sbd*","Kleiber Olmedo","SD","SP,RP","7047","FA","21","","0","0","-","0%","0%"
"*05yio*","Juan Olmos","ATL","RP","7048","FA","21","","0","0","-","0%","0%"
"*06hod*","Johnny Olmstead","MIA","2B,SS","7049","FA","25","","0","0","-","0%","0%"
"*072yi*","Finnian OLoughlin","(N/A)","CF,SP,RP","6988","FA","17","","0","0","-","0%","0%"
"*04n1l*","Jack OLoughlin","(N/A)","SP","6989","FA","25","","0","0","-","0%","0%"
"*06gj1*","Joe Olsavsky","ATL","1B,3B","7050","FA","23","","0","0","-","0%","0%"
"*04pw4*","Jon Olsen","(N/A)","SP","7051","FA","28","","0","0","-","0%","0%"
"*05y74*","Mat Olsen","(N/A)","SP","7052","FA","25","","0","0","-","0%","0%"
"*06qtb*","Bryant Olson","WSH","RP","7053","FA","23","","0","0","-","0%","0%"
"*06ek6*","Emmett Olson","MIA","SP","7054","FA","23","","0","0","-","1%","0%"
"*06y08*","Mason Olson","(N/A)","SP","7055","FA","24","","0","0","-","0%","0%"
"*04px8*","Reese Olson","DET","SP","7056","Rut","26","","0","56","432.4","67%","0%"
"*05yl2*","Diego Omana","CIN","C","7057","FA","23","","0","0","-","0%","0%"
"*06qoi*","Hunter Omlid","COL","RP","7058","FA","25","","0","0","-","0%","0%"
"*06mw6*","Sann Omosako","TOR","SP","7059","FA","20","","0","0","-","0%","0%"
"*05jqb*","Steven Ondina","(N/A)","LF","7060","FA","23","","0","0","-","0%","0%"
"*06yy6*","Conner ONeal","LAD","C","6990","FA","23","","0","0","-","0%","0%"
"*051ff*","Matt ONeill","ARI","C","6991","FA","28","","0","0","-","0%","0%"
"*03dpe*","Benjamin Onyshko","(N/A)","SP,RP","7061","FA","29","","0","0","-","0%","0%"
"*06zf9*","Andrews Opata","(N/A)","CF","7062","FA","22","","0","0","-","0%","0%"
"*05jpj*","Casey Opitz","CHC","C","7063","FA","27","","0","0","-","0%","0%"
"*06f1q*","Christian Oppor","CHW","SP","7064","FA","21","","0","0","461.6","28%","0%"
"*051cp*","Johzan Oquendo","(N/A)","RP","7065","FA","25","","0","0","-","0%","0%"
"*072yr*","Easton OQuinn","(N/A)","3B","6992","FA","15","","0","0","-","0%","0%"
"*064nx*","Dylan ORae","MIL","2B,CF","6993","FA","22","","0","0","-","2%","0%"
"*06rhn*","Edgardo Ordonez","MIL","C","7066","FA","22","","0","0","-","0%","0%"
"*06ri3*","Jesus Ordonez","(N/A)","C","7067","FA","26","","0","0","-","0%","0%"
"*06r21*","John OReilly","(N/A)","RP","6994","FA","30","","0","0","-","0%","0%"
"*06ax1*","Douglas Orellana","NYM","RP","7068","FA","23","","0","0","-","0%","0%"
"*06qxt*","Erny Orellana","LAD","RF","7069","FA","19","","0","0","-","0%","0%"
"*06rja*","Josnaider Orellana","ATL","C","7070","FA","21","","0","0","-","0%","0%"
"*06huf*","Brennan Orf","TOR","1B","7071","FA","24","","0","0","-","0%","0%"
"*04tjk*","Jonathan Ornelas","NYY","SS","7072","FA","25","@SF Wed 8:05PM","0","0","-","2%","0%"
"*06rw7*","Rafael Oropeza","(N/A)","SS","7073","FA","17","","0","0","-","0%","0%"
"*06yw5*","Tommy ORourke","NYY","RP","6995","FA","24","@SF Wed 8:05PM","0","0","-","0%","0%"
"*066m5*","Maikol Orozco","DET","LF","7074","FA","20","","0","0","-","0%","0%"
"*06zin*","Brayan Orrantia","BAL","RP","7075","FA","20","","0","0","-","0%","0%"
"*0733x*","Diego Orro","DET","CF","7076","FA","17","","0","0","-","0%","0%"
"*064nz*","Jorel Ortega","MIN","2B","7077","FA","25","","0","0","-","0%","0%"
"*06ra8*","Jose Ortega","SD","RP","7078","FA","20","","0","0","-","0%","0%"
"*06rj4*","Juan Ortega","BAL","C","7079","FA","19","","0","0","-","0%","0%"
"*050ig*","Oliver Ortega","(N/A)","RP","7080","FA","29","","0","0","-","0%","0%"
"*022vt*","Rafael Ortega","(N/A)","CF","7081","FA","34","","0","0","-","0%","0%"
"*06sao*","Raynerd Ortega","LAD","2B","7082","FA","20","","0","0","-","0%","0%"
"*05r3j*","Teodoro Ortega","(N/A)","SP","7083","FA","25","","0","0","-","0%","0%"
"*066pr*","Victor Ortega","MIA","C","7084","FA","22","","0","0","-","0%","0%"
"*06qyg*","Andres Ortiz","DET","SP","7085","FA","19","","0","0","-","0%","0%"
"*06r8h*","Angel Ortiz","ARI","RF","7086","FA","23","","0","0","-","0%","0%"
"*06r77*","Avery Ortiz","(N/A)","2B","7087","FA","20","","0","0","-","0%","0%"
"*06c2t*","Capri Ortiz","LAA","SS","7088","FA","20","","0","0","-","1%","0%"
"*05ilo*","DAngelo Ortiz","BOS","1B,3B","7089","FA","21","","0","0","-","2%","0%"
"*06r41*","David Ortiz","TEX","1B","7090","FA","18","","0","0","-","1%","0%"
"*06pg4*","Deniel Ortiz","STL","1B,3B","7091","FA","21","","0","0","460.8","22%","0%"
"*066a5*","Devin Ortiz","CHC","3B","7092","FA","27","","0","0","-","0%","0%"
"*062z9*","German Ortiz","ATH","1B","7093","FA","21","","0","0","-","0%","0%"
"*0657v*","Jankel Ortiz","(N/A)","SS","7094","FA","21","","0","0","-","0%","0%"
"*06mdk*","JeanPierre Ortiz","CIN","SP,RP","7095","FA","22","","0","0","-","1%","0%"
"*03sgb*","Jhailyn Ortiz","(N/A)","RF","7096","FA","27","","0","0","-","0%","0%"
"*06huj*","Jose Ortiz","SF","RF","7097","FA","21","NYY Wed 8:05PM","0","0","-","1%","0%"
"*03c63*","Luis Ortiz","(N/A)","RP","7098","FA","30","","0","0","-","1%","0%"
"*05xsq*","Luis Ortiz","(N/A)","SP","7099","FA","27","","0","0","-","5%","0%"
"*06mdl*","Nicolas Ortiz","(N/A)","C","7100","FA","19","","0","0","-","0%","0%"
"*06ibz*","Raymel Ortiz","(N/A)","SS","7101","FA","19","","0","0","-","0%","0%"
"*06k89*","Robin Ortiz","CHC","CF","7102","FA","19","","0","0","-","0%","0%"
"*06l0g*","Orlando Ortiz-Mayr","MIA","SP","7103","FA","28","","0","0","-","0%","0%"
"*06mpm*","Juan Ortuno","MIL","2B","7104","FA","18","","0","0","-","2%","0%"
"*06uxp*","Blaze OSaben","(N/A)","CF","6996","FA","25","","0","0","-","0%","0%"
"*06z05*","Braden Osbolt","CIN","SP","7105","FA","21","","0","0","-","0%","0%"
"*06bps*","Fran Oschell","LAA","RP","7106","FA","23","","0","0","-","0%","0%"
"*06zi4*","Ryan Osinski","NYY","RP","7107","FA","22","@SF Wed 8:05PM","0","0","-","0%","0%"
"*06gio*","Graham Osman","CIN","RP","7108","FA","25","","0","0","-","0%","0%"
"*051jq*","Bryce Osmond","LAA","SP","7109","FA","25","","0","0","-","0%","0%"
"*060qo*","Yojeiry Osoria","(N/A)","SP","7110","FA","23","","0","0","-","0%","0%"
"*066s4*","Hector Osorio","TEX","RF","7111","FA","20","","0","0","-","1%","0%"
"*06qh8*","Isaac Osorio","(N/A)","CF","7112","FA","18","","0","0","-","0%","0%"
"*05ydg*","Javier Osorio","DET","3B","7113","FA","20","","0","0","-","2%","0%"
"*06sc2*","Manuel Osorio","CLE","SP","7114","FA","19","","0","0","-","0%","0%"
"*061z0*","Oswaldo Osorio","LAD","2B,3B","7115","FA","20","","0","0","-","1%","0%"
"*06sua*","Ricardo Osorio","ATH","RP","7116","FA","18","","0","0","-","0%","0%"
"*04emh*","Erik Ostberg","(N/A)","C","7117","FA","30","","0","0","-","0%","0%"
"*06hbo*","Matt Osterberg","(N/A)","SP","7118","FA","26","","0","0","-","0%","0%"
"*06u1h*","Justin Osterhouse","(N/A)","2B","7119","FA","21","","0","0","-","0%","0%"
"*06rr4*","Taisei Ota","(N/A)","SP","7120","FA","26","","0","0","-","0%","0%"
"*072g7*","Johan Otanez","WSH","RP","7121","FA","24","","0","0","-","0%","0%"
"*060p0*","Peniel Otano","(N/A)","SP","7122","FA","23","","0","0","-","0%","0%"
"*06umk*","Tomo Otosaka","(N/A)","CF","7123","FA","32","","0","0","-","0%","0%"
"*065v1*","Tanner OTremba","(N/A)","LF","6997","FA","26","","0","0","-","0%","0%"
"*01sgi*","Adam Ottavino","(N/A)","RP","7124","FA","40","","0","0","-","0%","0%"
"*05unj*","Micah Ottenbreit","PHI","SP","7125","FA","22","","0","0","-","1%","0%"
"*04egl*","Glenn Otto","HOU","SP,RP","7126","FA","29","","0","0","-","1%","0%"
"*06yan*","Jordan Ouanyou","CIN","1B","7127","FA","18","","0","0","-","0%","0%"
"*06hp1*","Daniel Ouderkirk","SEA","RP","7128","FA","25","","0","0","-","0%","0%"
"*06ytv*","Fredderick Ovalle","PIT","2B","7129","FA","18","","0","0","-","0%","0%"
"*04nh5*","Alexander Ovalles","(N/A)","CF","7130","FA","25","","0","0","-","0%","0%"
"*062dw*","Layonel Ovalles","(N/A)","RP","7131","FA","22","","0","0","-","0%","0%"
"*06col*","Austin Overn","TB","LF,CF,RF","7132","FA","22","","0","0","-","11%","0%"
"*03doq*","Connor Overton","(N/A)","SP,RP","7133","FA","32","","0","0","-","0%","0%"
"*06u6n*","Adolfo Oviedo","PIT","RP","7134","FA","21","","0","0","-","0%","0%"
"*06203*","Eduardo Oviedo","(N/A)","CF","7135","FA","21","","0","0","-","0%","0%"
"*05ymx*","Ivan Oviedo","(N/A)","RP","7136","FA","23","","0","0","-","0%","0%"
"*066ru*","Juan Oviedo","(N/A)","C","7137","FA","22","","0","0","-","0%","0%"
"*03zuo*","Luis Oviedo","(N/A)","SP","7138","FA","26","","0","0","-","0%","0%"
"*0664e*","Harry Owen","(N/A)","C","7139","FA","24","","0","0","-","0%","0%"
"*06y01*","Hunter Owen","KC","SP","7140","FA","24","","0","0","-","1%","0%"
"*060qc*","Noah Owen","CHW","SP","7141","FA","25","","0","0","-","0%","0%"
"*06zcl*","Braylon Owens","MIL","SP","7142","FA","23","","0","0","-","0%","0%"
"*06vxu*","Josh Owens","TEX","SS,SP","7143","FA","19","","0","0","-","17%","0%"
"*051a6*","Tyler Owens","DET","RP","7144","FA","25","","0","0","-","1%","0%"
"*06gij*","Avery Owusu-Asiedu","ARI","LF,CF","7145","FA","22","","0","0","-","1%","0%"
"*06umj*","Brennen Oxford","(N/A)","RP","7146","FA","26","","0","0","-","0%","0%"
"*06zf8*","Jo Oyama","SEA","2B","7147","FA","25","","0","0","-","0%","0%"
"*072g5*","Anderson Ozuna","NYM","SP","7148","FA","18","","0","0","-","0%","0%"
"*06qhd*","Darwing Ozuna","ATH","RF","7149","FA","17","","0","0","-","2%","0%"
"*06mmu*","Sandy Ozuna","COL","SP,RP","7150","FA","19","","0","0","-","1%","0%"
"*06rp6*","Juan Pablo Cabrera","STL","C","7151","FA","19","","0","0","-","0%","0%"
"*06rit*","Miguel Pabon","(N/A)","C","7152","FA","25","","0","0","-","0%","0%"
"*03xlc*","Cristian Pache","NYM","CF,RF","7153","FA","27","","0","0","-","1%","0%"
"*05yen*","Alberto Pacheco","COL","SP,RP","7154","FA","23","","0","0","-","0%","0%"
"*06r34*","Azaeel Pacheco","ATH","C","7155","FA","19","","0","0","-","0%","0%"
"*06rn1*","Brad Pacheco","PHI","SP","7156","FA","20","","0","0","-","0%","0%"
"*060gh*","Carlos Pacheco","ATH","CF,RF","7157","FA","21","","0","0","-","1%","0%"
"*0731a*","Diego Pacheco","CIN","C","7158","FA","17","","0","0","-","0%","0%"
"*05y0s*","Freddy Pacheco","(N/A)","RP","7159","FA","27","","0","0","-","0%","0%"
"*05rax*","Izaac Pacheco","DET","3B","7160","FA","23","","0","0","-","4%","0%"
"*06su7*","Luis Pacheco","(N/A)","RP","7161","FA","26","","0","0","-","0%","0%"
"*06r26*","Orlando Pacheco","(N/A)","C","7162","FA","21","","0","0","-","0%","0%"
"*066ta*","Simon Pacheco","(N/A)","RP","7163","FA","23","","0","0","-","0%","0%"
"*0630i*","Christopher Paciolla","CHC","3B","7164","FA","21","","0","0","-","1%","0%"
"*0515t*","Nick Paciorek","(N/A)","SP,RP","7165","FA","27","","0","0","-","0%","0%"
"*073ke*","Anthony Pack Jr.","(N/A)","RF","7166","FA","19","","0","0","-","0%","0%"
"*05yhu*","Spencer Packard","SEA","1B,LF","7167","FA","28","","0","0","-","0%","0%"
"*06qvr*","Liam Paddack","CHW","RP","7168","FA","22","","0","0","-","0%","0%"
"*06zf7*","Jaylen Paden","ATL","RP","7169","FA","24","","0","0","-","0%","0%"
